nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,39276.22900974712,103075.00049326902,177838.02399782426,150308.71548926827,158383.21235953752,218274.504751897,279735.1938190058,297246.6265011783,279470.11184156785,254454.6214287403,238502.75065281385,230932.91290327956,222324.72230299521,204888.87487768245,177361.2343426091,143721.07731674315,109586.1911661751,79417.42877074744,55446.849053153994,37919.937131369865,13093221.077308716,5975685.770743122,4724749.935907168,979066.8405232163,1499159.096112796,1067315.519032428,1163352.2332643026,1549229.1746580969,1235376.0526901253,1015336.1070360222
1,16,48,43079.124164482106,105326.51985813002,181441.08832187028,152407.98243270972,161935.2162617041,224537.65241226586,288595.6502147797,307052.24682899687,288717.43113149615,262615.8067609505,245677.5829003896,237339.15714477113,228124.8959390948,210210.98255825875,182315.85415148968,148380.19342863624,113964.50262518038,83481.8542962575,59148.3560545369,41227.33455165054,13766298.806513188,6143691.101968645,4845943.602563961,983814.9903632825,1528961.1516594205,1141913.2395256194,1182181.5757805663,1584997.9115970263,1314878.4922218607,1135286.5700757182
2,32,64,42547.57171082755,107003.53030757161,180733.09526985575,147811.7648624729,156515.0688729873,217095.73669305848,278557.8075223027,296126.1461079121,279313.41171007615,256255.82058273224,242581.8929770282,236899.32338309143,229531.8986651771,212780.6349204689,185525.57568388915,151818.42762426956,117306.36660599207,86496.28761090308,61708.07596749959,43302.39283090205,13292319.372017762,5985446.657567932,4937201.192957357,981594.0613900106,1509571.6627214248,1148883.3699812628,1183105.0141176616,1627495.8395835827,1387409.889432263,1076148.1662996022
3,48,80,37754.21936065848,107563.68281126743,181388.10310454702,147509.3784685951,155080.79603451045,214923.54050723388,276096.54812700395,294067.12818826514,277983.2409480855,255784.44738934704,243198.89173696723,238760.1170896687,232409.80750063472,216057.75826761237,188473.7176761428,153905.0977465232,118335.53818880266,86567.04290543722,61077.95238762839,42250.53551400198,13039691.881848942,5935658.686369634,4954746.623512421,994827.3213287555,1453747.212141359,1078277.0911968001,1038113.8435179217,1398303.2361544056,1225003.9489726848,950958.1493428892
4,64,96,38380.43599187189,111740.3162173586,199764.37283438735,169432.47370402224,172091.52435837494,230400.92515555062,294242.48971448746,316434.72410781035,304454.1172318749,285688.1923474863,275578.50339818734,272213.42842903675,265120.8012191312,246174.74119205785,214577.21665463725,175284.59782998788,134991.13215138964,99013.77724580359,70084.9978754105,48620.710005673216,13959552.293523781,6576035.936213888,5174179.692938442,1002065.025026336,1443949.015606136,1059787.1781537323,1075753.6671064328,1457493.329516713,1318941.863377931,1013230.7881504106
5,80,112,37143.7755654605,111353.09999029117,199797.54556413525,169469.7991414378,171619.2511933656,228523.47209624076,290614.6046326575,311270.2544797118,298254.5351486531,278798.32728661795,267877.04108364,263471.4399681268,255534.09491302582,236437.92339917275,205538.30285934382,167572.3300144728,128856.07715652102,94378.17628448944,66686.5795984147,46148.5767231237,13612533.181443715,6536774.871732542,5168311.85404719,979928.2928914838,1444380.0055754462,1004560.268329448,1013797.2027923871,1444279.029419691,1378907.0496407792,1094762.982526413
6,96,128,38188.13254854561,107766.56091635369,184511.37390820187,151457.45738568486,159973.87944063387,222061.1685447925,286185.12012467405,305628.52055791346,288831.04637289536,264555.52984012873,249293.78124487374,241993.94500723472,233021.72049149201,214697.83899396402,185966.37800691903,150971.22157994396,115453.11704090984,83979.47893022878,58869.509699470436,40420.23056626829,12918867.133425605,6043445.905367822,4976434.504625984,994156.4183767224,1498180.7550438335,1038784.5738203754,1051586.9599927592,1566084.3041011377,1424025.597264329,1036203.7489923777
7,112,144,38704.306726270355,106880.76923537001,183971.190126744,152273.61764613498,159105.99430252286,219504.38388131608,282724.5255736543,301936.00380160887,285087.0711511494,260550.50783712234,244864.11289452965,237212.06171984802,228119.98830954573,209959.98187327996,181661.5236979303,147303.63209540528,112523.59168766924,81779.22362556674,57308.18096409545,39369.1514033669,12719864.441728406,6030461.186699097,4920741.61005217,1012615.2441793454,1500639.596650265,1030937.9670911335,1009035.7283280786,1536479.1481548194,1407335.1164638845,1022134.2429509186
8,128,160,37473.6029555338,106802.21002899285,184622.39215898584,151135.41095979215,155502.14423206623,212121.48925543204,271893.56551918277,289684.74404739984,273280.1974778904,249896.68451138432,235326.6342796082,228675.7090695959,220632.4666026186,203655.44270597573,176637.81872810776,143557.8955812621,109940.13449034294,80151.4893665395,56383.52855896989,38900.52217307181,12349858.413642252,5939344.891120886,4927456.525074302,989723.5516527182,1463438.1647743203,1017302.8198662124,927742.8955773859,1433181.1623100946,1330656.0666898754,1080361.9646273502
9,144,176,37279.29154618671,109018.16596129532,187834.44595298337,150549.51138180215,154604.29508452752,212388.61012178293,274376.19004717795,294381.5743568623,279495.9430371535,256902.7089063538,242526.70875258977,235593.67725202953,226938.82713820838,209176.42926742864,181320.14150615386,147424.28518032885,113059.71746476421,82621.05280446637,58312.71593174963,40399.41297976118,12737745.521533545,5990376.100749921,5046153.857490008,979390.6365609347,1456060.9578710026,1031276.7146129173,960952.9182412176,1374964.1217372399,1207771.463425939,958699.0495082894
