nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,46928.34124267312,105282.50841740084,179737.9850340109,148140.69903397208,154440.5364907066,211853.5504788015,271459.4233398722,288888.909778316,272541.1770624929,249697.7365544465,236011.24518127125,230440.76903664542,223461.99473990977,207279.3198755647,180610.44890472843,147413.3444455947,113330.00616999765,82906.71612753438,58497.393007928025,40466.956574180076,12581687.984038677,5862139.385904513,4839451.248371831,999483.2786447348,1565266.6189358656,1286684.9940305916,1949088.3149177479,2214401.1382657695,1274286.1712033933,904899.4904643573
1,16,48,43969.25602161245,105913.19332626782,181055.12974361598,152081.0231568868,160829.73184110573,220841.3838623754,281759.36081142153,298147.0873275124,279551.9771087505,254640.25322203635,239474.38278590355,232781.29093187946,224741.535383522,207475.09880223026,179807.92475936242,145851.2257823053,111328.1771423192,80766.15447197545,56435.81946915927,38604.586968641706,13111483.689509006,6013898.157408215,4865490.066884516,1004006.2185479166,1519174.6123056011,1235764.807246589,1774251.3603591968,1920272.0797247987,1267740.5335545798,965517.1772597532
2,32,64,47880.74603051367,107500.25889593967,180848.84845856813,150567.73144042023,160726.40338996035,222568.88398148277,284473.4397659634,300773.61868392985,281670.19473706814,256420.4376224507,241252.143021855,234808.48020319594,227111.13347041886,210109.08518709472,182497.251442804,148348.4972801964,113444.42991802626,82420.72958900251,57649.2656993386,39458.61509752149,13460441.350965194,6030222.055909412,4906798.226101733,1060180.2849731718,1592060.366545077,1299084.7097023765,1965198.1123600057,2102997.084999516,1581162.440075279,1346775.9345184772
3,48,80,51545.000741974865,110943.39260727835,183858.53448248527,148058.10763108748,153376.4315742435,210900.09960505387,270767.6815190115,288420.01814854634,272294.25663869746,249609.82214121678,235799.77280354864,229730.7002648993,222076.54886311168,205344.79355393403,178432.54491824989,145302.98380444443,111500.2627203518,81452.45268615022,57422.37392879297,39723.58327930354,12780745.141606279,5915481.49090505,5044984.686015811,1094854.0113869023,1626673.7603615066,1338067.8343532172,2241546.4510182543,2460482.345543084,1683849.8818852012,1452812.4559272053
4,64,96,51001.87955244387,116071.78350098328,198561.7093022718,164357.63999927702,168098.26817702161,228617.68003021934,293942.99137750326,316152.8908786397,302125.4142187315,279235.38540949294,263703.2898116024,255014.05343914145,244190.9950615133,224025.55833363297,193722.7579626038,157512.8971622325,121095.21216961376,88933.85855076376,63247.36543480381,44271.05302500718,13832419.977325562,6491130.035745692,5320107.238712903,1107615.1363835726,1600366.4936248828,1376779.6993018738,2128923.6717085144,2265095.5590834823,1516952.483909698,1301088.235539989
5,80,112,50208.72539853525,115518.12751703575,197760.69565793933,162421.8021382278,165909.36675062156,226798.43776686536,294046.71942553675,318936.7718418146,307379.72794638807,286703.98301074404,273334.50911695266,266557.875685547,256856.49550366378,236601.09376103283,205013.824954915,166735.2545578771,128011.34212910841,93748.05566982471,66393.96275283434,46222.382322460806,14221223.834119031,6494879.457271501,5306689.271660485,1098245.0876492474,1618682.397246921,1361000.3535615655,2125230.6302286517,2392300.470817337,1666633.4305399805,1349250.6663326926
6,96,128,46515.67152782134,109533.97583797877,182535.62101443944,144602.63756882085,149356.5812078377,207432.19353595504,270776.55276847957,294432.83138732845,284339.2398753098,266400.0263001931,255955.77034528964,251736.4925425865,244032.62793805907,225269.99645522732,194851.14203559808,157604.85068734424,119897.19478643678,86667.90204767922,60337.5361517569,41127.58092056636,13346858.463274859,5926276.767318769,5001967.27475815,1061951.220397196,1587608.5126710047,1194110.7294575097,1915979.597755998,2400713.9645348997,1777829.9435930643,1458718.0320654253
7,112,144,45350.98270157793,108764.00527129778,183216.20523710878,146423.41264188653,151073.16077263563,208598.86105907123,270764.941641491,293022.7494703865,281671.75365227374,262489.89926346944,250779.72515760796,245507.06916725842,237252.65632725335,218576.9207789943,188801.43508157792,152525.64755877107,115858.62971191843,83553.25613480495,57947.52678491423,39263.70183625628,12900742.444912985,5888732.854552303,4993725.386928221,1031327.2481564377,1518640.9557060683,1212691.5178177892,2006162.1287020545,2350988.196241346,1671513.018858487,1404953.6248560925
8,128,160,51702.70863797181,110572.01365486196,185733.75478622474,148843.00475752156,153128.09669423115,211112.8274046972,273490.7338525984,294413.107600796,281067.89675235836,260392.43323192277,247934.53663822124,242447.530599021,234339.70906164226,216074.2943023139,186863.17952212872,151176.87649038108,115019.2843324304,83089.46609806757,57720.07420079611,39157.798272985354,12597766.499020262,5920919.801585077,5072842.843038467,1053914.526554183,1570581.912733916,1351565.752494364,2353852.3672215864,2595858.639866573,1697546.1237040283,1394203.9636174194
9,144,176,53523.28482447525,112248.62404186314,187953.39644849015,150233.75006598668,154955.14433302995,213157.5118223529,274950.09446214646,294936.8967078493,280948.9681450871,260036.64305387184,247440.45274089108,241710.17724483987,233336.5618092049,214968.0290261815,185911.2176271519,150597.5840581597,114914.07864811983,83438.33968653147,58423.509509667514,40090.1077656833,12953811.298531532,6008335.342195014,5139777.882209355,1084773.134943505,1679735.3919604493,1360746.6166792316,2241052.8137631114,2487740.8304310646,1643162.0177211794,1293303.5579616837
