nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,61522.67049055362,113910.82658631919,192052.3402576788,155505.09649430183,162259.8795711131,224358.73053914696,289335.06481447414,309624.9143860893,293490.945889049,269292.3105631055,253548.03836818275,245633.4134065226,236152.54984880736,217389.74825128532,188224.46626863503,152818.09768168596,116960.15868547552,85238.11969575094,59953.88574105393,41371.76336860544,13608513.272886848,6226360.407808274,5228838.090350988,1061183.7634025153,1694893.3197309312,1639457.8940133755,3151205.1070111385,3396233.351238433,2091782.2693480598,1772968.5754735267
1,16,48,61710.58701184285,113914.21411134698,192217.039683486,155973.6365293009,162881.6432955669,225557.15489454885,290837.7510996144,310885.27590754256,294656.9511039578,271087.734210898,256594.32023729966,250037.90595408966,241529.93922243197,223132.39292255652,193773.01630652114,157802.30121309077,121213.78430314579,88748.44386849552,62798.3169089261,43666.77708631015,14237763.5195717,6293683.643462597,5210895.096332561,1084768.4697697998,1704775.3649093225,1645414.313149445,3143175.172878365,3509837.548962523,2241014.9090882745,1922254.9763116613
2,32,64,61999.55225270035,116185.27658661891,194315.9905429491,156326.15699526493,163531.257697908,228335.27824586534,297350.33152061555,321399.0156516493,308123.6730617008,286678.4463421485,274109.67463454546,269209.5283711704,261512.55854099026,242635.32425936635,211513.2978552521,172889.03054119478,133296.36398665758,97950.02601191652,69538.88853845962,48478.91907028736,14580771.527676754,6371350.912817066,5306980.623289006,1125314.6739491883,1756432.881360863,1623647.3107676937,3240479.7765768566,3751887.353418945,2151491.431550207,1661769.4383990094
3,48,80,61659.74512915137,114623.62355625036,193631.34387015802,159125.47299814023,167257.34721673446,232729.1728740855,300933.8871327586,322714.4314195225,306779.8738090821,282817.99792407226,268005.9294451815,261339.8697748605,252644.73368382765,233684.21734881305,203283.20739827026,165888.0081262032,127698.7170477379,93673.18162866455,66361.4799716599,46143.26789978813,14746314.559781114,6437002.764369999,5231945.1982550705,1123708.5587593527,1747625.0357754903,1616353.1749780537,2915677.6184445056,3386025.041735758,1849751.9463331478,1449518.758234891
4,64,96,66832.78324497041,116351.70958773237,204402.08462468933,180560.2422095243,190903.5445882102,257797.0857866034,327927.30484354345,350331.67542180285,334513.2298635584,311784.777704673,299668.6718641659,296330.7416127026,290440.8934367278,272860.2724642521,241969.36774922576,202232.1673748618,160236.77110137363,121542.38176916266,89330.71371989023,64493.54618679051,15801897.980198765,7227354.6602818845,5322620.239900916,1127246.0509581475,1761707.4427605914,1789943.8887276142,3130306.2880734503,3500825.2999219117,2241687.212705958,1861967.9462563165
5,80,112,63652.853602551586,119019.0564226819,208233.15055523487,179024.68792568118,187699.55180210533,253399.63412496645,323407.59650514356,346783.84751415777,331896.8848311299,309520.0819823119,297414.40642637905,294067.6695180532,288206.45374083513,270605.54743432463,239612.26209763307,199756.3613302392,157723.28306278388,119129.76210539987,87152.02952577629,62631.35044437443,15516076.969463633,7160180.702522954,5473199.239960605,1116720.150024986,1760244.7472741937,1699415.9187950925,2872357.3568934486,3176220.9905902697,2218357.435829445,1771350.3823547766
6,96,128,57615.115535945166,114250.73696921827,194624.2856338481,159227.70430928553,166899.28719876593,231868.54922575908,300752.03299882525,323189.8156463517,306498.81562002306,280534.3584978418,263396.55818994145,254803.87282086012,244855.16072714486,225306.6321611875,194883.63369779222,157918.1621647043,120487.62742427477,87417.5570887868,61127.336261390374,41884.87874086873,14345479.688756675,6398307.397854641,5241381.306106928,1065963.4287627554,1712571.6843212333,1610029.9156687683,2644914.1612100485,2885239.7271947726,1640958.223243828,1134232.3309284262
7,112,144,61894.643493477895,112315.07657664006,191432.16114305542,157860.65579472462,166900.6499934993,233119.43463629906,303515.87989370443,327526.1563759621,312583.11622232076,288617.8576828095,273236.3674664701,265552.75764274824,255501.48350833202,235072.40110987824,203318.9112495673,164828.77494656362,125856.3359150406,91357.16200186173,63842.903325053616,43629.23900034542,14230384.9377154,6387419.804909396,5161555.829718959,1054226.934077653,1714489.3637503942,1754322.7145505045,3156368.2581757745,3459651.369067584,1969481.8521682255,1471951.1600367492
8,128,160,62808.451665961926,111937.957523478,189820.20500547404,156549.27217130252,168120.38131867448,235690.76209087978,304712.62765573035,326188.54950298293,309509.4528820983,285140.9791514223,270315.9807362917,263632.8611621598,254633.8382769991,235080.50737489152,203943.64839944584,165823.1786432651,127025.28974248018,92562.4728443051,64995.184342874214,44677.53890667376,14458904.980829824,6369492.928166971,5160058.821355154,1056116.267346804,1644245.9891975701,1712728.9906048188,3344710.2304118923,3726388.422082817,2133388.2727078265,1739346.2445011267
9,144,176,67183.13525558247,113238.4857825686,192136.0077224136,158472.18935664598,169188.88788503016,237377.1107020333,307678.72280886513,329998.6468749276,313211.4617897648,288058.3951537903,272502.50897078955,265564.5494355952,256659.76919251808,237217.39961379205,206014.53674272954,167656.32381742864,128547.89497102964,93790.79178733107,65985.72924394599,45488.78409269234,14176535.077654565,6383521.453833073,5196795.747413307,1078150.7117428118,1671223.719000575,1802925.3107547788,3756065.534857482,4110858.500384248,2116681.25893421,1719968.4107635797
10,160,192,67828.42225832926,113380.31236483403,192608.79955659137,156980.16459933456,163862.18045171513,227809.69134503303,296361.79623337614,320090.6783452314,305943.24588792265,282803.49865150696,268012.92606526264,260905.81152710106,251540.50995839149,231857.4371467706,200837.73221254742,163039.26838339644,124703.27306606818,90760.03940597708,63688.28489800561,43784.35506971176,13487853.744069995,6255373.364646683,5200153.51284664,1084241.2825205252,1748344.8211586091,1840697.7430328424,3635984.075013557,3843174.4881620463,2140526.1239710525,1834241.9246228852
11,176,208,62591.58582694857,114388.9233361919,194524.9582546886,158249.51137179116,165776.01441605596,230918.61131408482,300830.43884491693,325188.7590803819,310830.97146046534,287129.3470276122,272013.202689941,265107.98365757446,256315.62311157765,237181.9935372874,206369.94963681098,168342.06061148233,129429.7508077622,94731.90114685784,66885.32442532101,46290.84128924068,14381354.127225773,6388256.924881549,5270106.600014194,1061818.6897992834,1706390.2801700917,1723108.8681334634,3154810.4633371984,3470271.8837590883,2360943.2252864596,2187868.009721576
12,192,224,64672.15729216978,115648.60305797034,196112.53529505458,158606.8951486891,166911.614647621,232981.79085797872,301817.50390039035,323767.36322279926,307147.6154447145,281967.03151997516,266219.26251041505,259490.33829961965,251556.5816152884,233692.5087263043,204216.83796571742,167309.27713171343,129160.51154191047,94868.06627266598,67151.81273687643,46518.58716436026,13881759.034408364,6352483.139914909,5317460.24408813,1076404.8418628525,1750118.3335054084,1779372.4894606243,3338461.4128066334,3809434.269956449,2379753.2434729272,1952444.5896817646
