nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,47000.63324032083,110677.70363694312,186018.6964891891,151468.40735677985,160151.82689923703,224658.45592658003,293790.4269222174,318804.30693187116,306550.38694548095,285550.7579039093,272781.12018430635,267240.30979619897,258683.06094848432,238876.74680834706,206881.37897937308,167576.57219236673,127614.5518839134,92256.05295356436,64145.36519824186,43591.18993648022,13879533.011181977,6208326.913738081,5067600.1205199165,1058233.5037785566,1462857.3023719501,986554.9964605154,2233485.8448235868,2676017.828174638,1678116.6240773133,1393629.1917896518
1,32,64,37448.76474437637,112786.3041882818,189373.7503116457,154405.04842571117,164980.56658602445,232120.4742976291,300712.9557312961,321803.5076071374,304528.4943644365,279146.83078150457,263268.0178977047,256072.1298923884,247317.53643380787,228568.6946678939,198471.56666143608,161394.5943372306,123543.89210370264,89905.8998296541,63034.30302062273,43277.43583023545,13830967.308727507,6240610.423899983,5194189.488472397,1050470.1496662188,1334984.613228275,813983.8406137286,1605276.7035302166,1997509.583551497,1537111.8668357073,1487370.5890977348
2,64,96,43789.381169013446,118388.21275222635,207010.05890534015,170031.59140251143,172255.4547350531,231118.38560271243,293509.79094385856,312149.5576110317,295965.21310499514,273406.39881689986,260239.9980017936,254895.8665475924,247335.94828004838,229540.43632189048,200336.06904134137,164034.41635544185,126712.91506625038,93286.19162217113,66334.0386995504,46302.59824222269,13818002.816791704,6627858.608977506,5478729.708524223,1084153.0951381,1417445.4508446027,889168.0614179278,1721414.8845468534,2317514.205159268,1585799.4380669766,1288257.4318580965
3,96,128,46651.06346403823,120195.51346402003,204392.01453218778,164103.71655815776,170312.93930678832,234156.3375430888,298869.30527915736,316555.8554649993,297474.7497766358,271531.08371229254,255557.42304445678,248477.98502635342,240176.58607898373,222321.01055747014,193483.8958185637,157827.09176909673,121318.08297462466,88761.4980087678,62632.63447487698,43300.080153915675,13491867.937483031,6420245.416651081,5556462.400806714,1104656.8369188008,1452489.1485907978,933055.469516513,1763699.0103269736,2234792.0152568365,1590651.482365543,1317654.3143271427
4,128,160,42281.79972603365,111876.67516553093,188582.14976554902,153721.12639236156,161961.73540665643,224795.8026298604,289026.198963594,307899.15978536126,290678.8689676171,266334.1179384413,251329.9047736417,244520.70273610318,236011.2110269843,217848.6950788947,188895.7894524004,153411.34799622933,117318.26721614806,85322.51947209927,59803.454839418475,41059.09288518285,14118719.21896404,6235156.915210281,5135763.2769733975,1053259.7089357825,1344458.3317024822,910006.7363189459,1901949.274207608,2477109.2455981947,1677734.8810702676,1298778.1593987392
5,160,192,46231.77194586419,109954.9288405849,185003.7857246384,150996.1573819009,159128.67000843192,220880.44198407506,284652.4232886224,303820.6385575926,286426.39152824634,260942.90789830632,244170.18829168592,235679.34471056264,226240.29243484506,208186.7376966406,180240.46971532344,146277.11687092748,111819.67068484606,81294.63950448128,56952.12700275925,39074.66040975306,12786837.900804233,6019096.530976718,5047217.147621822,1062959.5779312635,1409525.983491118,1040127.6480726274,2144769.8257477675,2654045.124224861,1850911.539185238,1630897.1692017487
6,192,224,48140.700888831685,115449.8555540356,193795.9060029748,155896.31299622747,165240.36852699454,230799.69089871921,297526.80666745966,318191.4338534311,301935.87408868666,277998.8735011651,263319.80768918345,256996.30569744724,248923.75499839513,230710.48762997918,200925.36890979912,163862.54735241848,125743.82583153388,91654.66383637502,64274.456699253824,44052.37310079216,13869484.840542447,6316345.628248822,5306411.267287745,1104445.5504102125,1477104.0221275617,1026624.6727039957,2116347.417458318,2640361.3575209645,1623510.7112210267,1357095.5924428068
7,224,256,45139.90552225599,106701.90107568451,180690.38748056217,148288.73531495943,156369.7041653232,217658.8092881727,281799.3205491101,302623.2011369039,287732.4269124713,264857.6194484183,250271.3630262445,243211.14070631278,234347.33401666672,216169.85422838683,187686.44555758114,153031.2406891664,117881.01038217067,86719.54597516723,61803.32323590781,43410.51252359668,13363935.448951747,5999428.476045409,4900474.473896191,1022717.1549096035,1407809.5915523584,987178.1801002353,2143974.3145476216,2679330.382806609,1664016.8318213627,1495474.1599007426
8,256,288,44669.91285888572,110839.41645550438,188839.99992960325,153988.39489653835,161383.7999846118,222341.75204262513,284993.52700505854,303233.2556466434,285959.1892511109,261693.9714408852,246702.79331590983,239934.3596345445,231704.59046706656,214152.00746455623,186046.01840927932,151458.43870609836,116143.90777148967,84720.06989494318,59560.393539361976,41008.1622384825,13280778.487507788,6160814.062230134,5110841.297340316,1063967.30645144,1433903.6077214277,952096.3678255664,1891286.0828506842,2345570.202029524,1524338.5546088384,1271900.8624469202
9,288,320,46701.354693261615,115540.7730591979,194283.89987332825,159840.03844415696,168595.56062363833,232735.92364637012,296975.76342009415,314069.6133082914,294654.73702798475,268691.5140548614,252818.77527305624,245771.16834020452,237463.3289501607,219734.6117658308,191266.094016108,156181.09696356868,120317.85650238808,88353.94874389828,62693.77398733211,43695.43283529435,13594577.090124639,6335151.07749553,5282309.694676637,1122701.3214666052,1498963.5229963043,993302.9287551065,1954307.1985653827,2466341.042671423,1605856.970858479,1589066.803634225
10,320,352,46375.187522774075,112513.088635485,190155.0578422958,154692.23294882663,161934.24784640165,225173.37745810958,292123.6739243527,315261.7701746457,301688.72867221903,279307.4040673604,264739.2009107907,257315.71347749917,247550.33892521795,227807.71885793484,197191.20731482923,160119.72780746303,122602.55454725499,89381.5528263099,62845.32205311869,43287.000286566246,13643699.052445825,6216016.521647413,5163420.216337083,1081773.8454059877,1414217.6476893881,1005882.3309267543,2507976.5029821526,3245970.4336481593,1802285.2878666595,1312596.1022487863
11,352,384,50059.684774907924,109263.94724632303,184073.50703284107,151261.6673622949,160835.7105206797,224387.32861591445,290595.9361443,312294.96915435256,297622.01261918416,275118.93494882516,261274.90926517104,254983.1012549786,246318.80648029243,227346.77371775734,197072.66292777276,159996.72364486207,122298.74174806374,88881.26553944807,62224.80481979586,42640.3109109294,14251763.327287585,6185640.752648281,4994673.012249238,1073034.699717722,1478409.7113343335,1128806.3235769854,2231858.28049728,2786269.677572773,2105891.6022087233,1980963.3357628637
12,384,416,60032.47751196691,111604.00394847085,186857.2551543231,154174.11972914552,162756.20478364776,225305.45590283314,290114.260870535,310438.1227740676,294491.3122773225,270694.01488742046,255565.91650107258,248318.9414351268,239450.94069340898,221213.7091160728,192423.24633452887,157148.08627260916,121127.52915901462,88981.91399406092,63110.60163790294,43893.150013579376,13243373.889081137,6176377.012370361,5068645.817294854,1143153.545207487,1595459.401229515,1268920.8926701543,2978863.4454306313,3568738.880156602,2021644.9526188623,1489150.2624017063
13,416,448,53715.35819779752,109698.10583753652,180770.2049660189,148010.5724486002,158081.84972882798,221992.8060032695,287700.9334488718,308911.6592761627,294057.1247837023,271339.87293454556,256905.09932261158,249751.3369439411,240425.00328091613,221372.14935761387,191631.2314613853,155476.52985688698,118807.15459697694,86322.3343710151,60408.36801954443,41364.9720885776,12846746.0794818,5973674.843925008,4984430.86472417,1113383.3035630214,1584275.1388306494,1149222.0551842682,2464004.201756151,3123924.9424416358,2172204.134288142,1843142.9455019524
14,448,480,55039.9159321034,108119.83809187858,183583.6163371478,152652.89212497795,162382.51777182595,226960.45118802864,294286.93842168775,316374.9155525148,301422.7586124161,278367.13458551245,263824.2773257642,256678.6583818094,247144.15688698593,227512.7557149461,196917.13338213143,159821.50733182428,122272.42462759334,89036.45746191204,62509.97714830292,42977.25292506783,13549831.137910025,6150625.386067417,4961290.5084035285,1031391.3259223731,1527520.7640938764,1321314.0165782773,3165497.021817538,3680143.475840183,1888152.5451964457,1186036.060332246
15,480,512,61512.22046241634,110113.79037566076,184463.7088344349,153202.3920931196,161314.1537612111,221880.2568190936,284869.47183101514,304244.40288426296,287934.29069936136,263837.3791953173,248279.45134619606,240646.06382555276,231723.83941528783,213887.86977309125,185866.45986783245,151555.45513135707,116545.2558137947,85360.75566608,60348.77641792531,41864.8956661567,13436311.44867652,6178791.224742273,4991764.781502598,1131110.849562446,1672207.0160970187,1426576.3519735162,3292974.215830871,3969868.824137093,2246849.7454194515,1609949.2173373008
16,512,544,56375.90228023499,111997.89330159359,184948.11100263527,149298.26090258386,158988.7700173617,223056.4096715599,289161.432091131,310411.60010922095,294224.0320576102,268890.93419583625,251493.6440741646,241988.45880783963,231527.41819604218,212723.24630444206,184365.55639553218,150214.19832669807,115617.87257375428,84877.03354967263,60201.47234276358,41901.43569222928,13034430.073556352,6047551.003592419,5080199.9196321145,1117718.7617973655,1556453.1287530835,1263551.0316544406,3112250.331138999,4185092.079670492,2408242.980097239,1659459.8493453437
17,544,576,69940.69403979107,106692.29676275328,178284.1863219715,146594.40584480998,153477.92200630895,212695.66577819077,275815.3978014592,297980.2546941397,285692.532072512,265256.65613023087,252060.48411332886,245136.0937186071,235523.081774515,216248.41296885375,186692.90198752464,151151.56534932335,115342.90068864309,83749.28977587102,58608.52557294756,40164.28250177629,13032582.580515547,5935151.966637128,4837061.406080416,1110773.5963709564,1707007.6729953473,1682001.5454910833,4063780.724133452,5260456.90985862,3347071.125794549,2555826.4696412743
18,576,608,83470.70046533136,111581.74336306166,185183.34719881645,150190.70722972363,160228.46245580367,226389.734772,295298.0602008619,319002.90634359734,305203.7918872047,282443.8793818433,267107.9508843702,258220.46279965705,246658.44360925083,225480.3921547625,194200.11758965874,157199.0714492919,120199.87490456396,87643.90709308538,61722.87917134936,42647.56651006236,13035911.826132676,6103534.843043322,5060497.1918420615,1149805.8620405216,1795396.0615811914,2044546.8421383721,5560166.997091656,6350090.295774844,3404061.03019645,2510462.120245843
