nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,45178.953331053686,105252.76080283224,174530.48614444738,141033.2629123957,147418.83379453834,202836.2609529726,259903.09129498096,276991.7554378114,262246.21092078503,241374.680797902,228882.9342703973,223440.31531931832,215941.0711185846,199250.1297665664,172550.48648516956,139916.13903065896,106836.93743827027,77601.57296420603,54335.264053729064,37266.01902059891,11784925.966291811,5593362.683152134,4803355.671023599,1050423.0151067765,1461462.5174612775,1020205.0603268386,2027045.3691974916,2358830.277958557,1775611.3089061975,1462307.9670044277
1,32,64,49673.20680623871,104699.83419613414,175486.50182992875,143798.82367826518,149091.39680215783,203422.65934166135,259974.8687072676,276872.086336337,261862.83206848823,240601.21967589398,227856.95391912438,222654.48867543522,216077.26341242154,200851.6119788607,175765.46406924655,144463.9978662718,112166.7172807328,83113.9695458251,59555.22409629076,41919.49246076972,12415056.739528235,5713250.695213947,4760514.488293516,1067743.1619814844,1497454.3441951298,1131782.1334771344,2325667.0203124965,2562443.5237908447,1495215.5963045508,1116380.201966113
2,64,96,44646.24420577207,108030.86971723057,186175.587040499,151763.68584694024,155995.87874960428,214280.34150861186,277381.5031640984,300592.4457804989,289989.16780065093,271105.98402764,259147.61243516678,253299.48528437768,244532.2267303107,225626.6525094525,195829.5619999375,159514.58824052592,122609.79408172077,89821.78222832414,63554.51510182063,44140.901237798666,12721955.09929731,6082948.089948593,4933456.295017608,1076243.554944582,1447194.964905742,999995.0892907962,1982185.1452319953,2256083.6120967083,1638666.308548432,1320867.5863018152
3,96,128,40980.26104472592,110597.12080743641,184110.85724854792,145290.00212697312,149768.02946941057,205685.65281672025,263224.5445548296,281388.6198438788,268672.2784296229,250498.66814622964,240938.467526298,238258.17914156514,232925.82522886756,217398.4567559825,190644.0253537632,156827.6122351651,121781.38894141364,90227.55721967376,64666.81449423734,45570.638820041444,13003636.480336467,5907528.23616279,5074215.216206173,1041981.8911776753,1387407.020106728,917272.023451529,1778000.3425898182,2099609.847899558,1571145.0997719192,1308014.9701297546
4,128,160,44407.02251033285,107904.80355468526,180049.68062300948,145041.7629860018,152291.39903413024,210482.96286276294,269598.11284913466,287038.71408722695,271229.6158637738,248552.37563974186,234145.08587213926,227175.16745623018,218788.2527707673,201797.62829097558,175134.65549468642,142598.40951530624,109504.8761935347,80096.51862032252,56539.10176091723,39131.199816040185,13016828.282709114,5916182.311467332,4936054.562881417,1063434.85244,1388730.2713187067,953167.7295469485,2047987.6312347564,2230484.736300134,1462527.5273121272,1292378.015973527
5,160,192,45011.73779017881,106356.45948007515,175535.8847628158,140410.15054573337,148146.06095395092,206520.74547296207,267516.41483826557,288685.3808529953,276998.609151899,257841.90894339158,246014.86015209794,240527.3681727589,232456.80284811257,214698.73332219856,186425.68735098545,151792.74640549906,116500.6113879605,85105.41019630308,59950.58015382876,41373.57004931263,12643517.468442162,5744092.462433171,4850015.277945937,1045146.4171435751,1381332.6319858306,950178.1115524996,2157147.261987436,2635444.545293084,1726927.1494020487,1373669.7879197262
6,192,224,47479.66754782348,104764.78040597227,174422.86615113227,140340.84754595216,145485.5047544906,201084.48391844344,260105.41374127578,279880.99110234086,267177.4367448393,247188.00947118126,234589.3616190612,228503.9433398194,220311.43500302426,203161.38145711072,176246.56511057692,143499.26052701418,110274.78133098928,80807.80515765125,57239.02181022383,39840.16815053171,12295210.036995733,5694059.5903202975,4781692.971660019,1025053.5625099322,1469204.2088630786,1073074.7935146654,2210315.9809576315,2727459.1903656507,2058075.9734767058,2070420.676046345
7,224,256,46348.201205971905,104389.07602298197,174934.6591723669,140758.42991111768,147437.93247078007,204018.1079094392,262079.4048954828,279658.0862966485,264791.7394481577,243232.83279681366,229849.18677583477,223840.05296785987,216419.40027021363,200372.65979053467,174542.8948620829,142658.79974035337,110017.40455018892,80882.62756637718,57459.313177002135,40087.37513498686,12112655.016207963,5634216.171007097,4780481.358944507,1016692.0579140651,1428004.4732858457,1053196.0121542339,2167969.544064202,2555301.9614236327,1669108.2979672693,1342059.6900317082
8,256,288,47002.65513985759,108855.13525262258,178424.99036016662,141492.2467926779,147005.55184126456,203924.04716661133,263933.2225212654,284245.63961207616,272025.7045034653,252689.24236604656,240666.15651300346,234750.98573472016,226216.9097310953,208319.89819854422,180448.35198417126,146717.9233014123,112608.14083964442,82413.48975864236,58286.35743633578,40483.100561775864,12432146.558070285,5731303.20684526,4971146.192914601,1059199.412179181,1368149.3224614623,978987.4725376498,2148494.927346183,2427296.6417338024,1639497.9449519455,1407361.3223494564
9,288,320,45152.64542393618,107508.70417692744,180486.03802878674,146777.33490211683,153355.10704374235,213034.35972851882,276014.1586483687,297143.06667209166,283353.97951433185,261283.1681601336,246817.7792758171,239454.53571859238,230287.48466001858,212046.51721326224,183739.91420243707,149385.31084657737,114549.48018996755,83662.77643753738,58976.26802884055,40782.204649362844,12991955.295059001,5930171.803685086,4906092.218018611,1050362.8241741958,1472639.783372766,976218.7959209814,2061600.228709782,2458611.6125726923,1484883.5222203173,1304623.3983396224
