nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,41037.739463106605,111436.11201500091,191064.10403661994,156945.596471322,164156.02957211438,229349.64310793357,298864.3882091078,322285.5739578834,307449.1365230819,283886.29234054097,268687.4055348006,260970.45327476575,251008.73441251984,231050.84764039773,200167.01469551452,162787.8728215504,124958.79446074051,91459.92765963355,64701.27844266518,44976.613352188455,14281063.007615408,6338552.03227937,5136753.72814682,1033756.8916750778,1511756.4100291205,1011902.3936513684,1394455.0045622014,1782671.0007878325,1385283.832561491,1230413.276297333
1,32,64,45227.983062004765,110691.14650113987,189377.14269645882,155812.41736950792,163599.75826575997,226913.7342646251,292901.56573976914,313220.7965475039,296487.58696402126,272348.93103218725,258166.542770889,253004.8945220057,246415.17762687214,229679.8932361462,201201.15158140636,165210.9122340361,127896.09383272474,94319.56147594673,67171.33400466769,46954.11739314559,14032470.019193748,6260089.882588897,5091951.340367573,1039835.7708448812,1560903.0768592774,1130263.818258709,1449884.6637480126,1805500.9661414411,1353884.4891029634,1163274.564365775
2,64,96,39192.87973736854,117007.36580714563,202672.08324250308,167603.7893050286,173712.05653245197,238467.93457524935,307466.8754878001,330855.67752373486,316440.4093048814,293980.7738386214,280976.35298583587,276153.66219164955,268644.699833643,249695.16821387227,218097.06978969532,178662.97712136764,138097.52945392387,101780.1524169542,72505.14481366708,50731.205441464605,14281906.805364858,6623031.562464909,5414094.004168785,1064082.840473672,1479626.192114306,1023831.4019393643,1194016.315218684,1383159.1600470294,1094631.942659201,996756.6802008441
3,96,128,39783.94246496543,114703.22323037808,199557.6635066718,165492.08454001092,176213.26520427392,244744.1141480931,314916.7379963349,336525.72704293346,319607.65036784543,295410.4829600767,281518.28487612825,276341.6805738724,268719.43384030485,249692.29555263786,217971.00054398537,178378.80983719247,137658.41682631726,101217.2591841395,71861.5102108973,50051.203485967475,14513955.276803844,6617582.510213621,5312848.168628174,1034406.1722841135,1471648.2389047106,998315.2444152182,1133187.4383416732,1435657.5058469854,1229223.4777434825,1141127.6694571318
4,128,160,40263.32527416432,113648.55633916645,193083.30725813616,158041.02705508948,165893.02113897578,231561.6319201042,301124.696222077,325074.14897324983,310740.2241665251,287346.40575756144,272523.5856362043,265737.7225681512,256870.07660715567,237503.00017510875,206351.18646724374,167944.7424075954,128691.55764966564,93752.38880069338,65791.65935463806,45200.7174771215,13620143.792201392,6308455.661455256,5217126.990371183,1073782.99726735,1525855.5559145466,1010792.259283223,1252378.2478720823,1582371.5261139842,1170978.946014564,1103049.7535548827
5,160,192,39048.23966616971,108992.18961711052,185827.19328211053,152534.06008659897,161119.67276479027,225890.37511535236,293758.09505933337,316554.4576530269,302307.53777306055,279883.3817668677,266167.4566661224,260228.11965554795,252044.87329975548,233469.84595124665,203331.94549101562,166054.91703370385,127844.24073823178,93702.51771602093,66240.85435103976,45888.41012532083,13617311.579347275,6161682.480222426,5005084.058590602,1020505.1206665769,1487400.2881469727,1040584.3191822108,1260504.922920778,1455597.1018325905,1188093.3102833184,1008050.66415783
6,192,224,39166.873715294845,109793.29431620585,188250.3967362392,156983.74165705958,167509.44614825305,233949.575643927,302657.7507916511,324029.20551482856,306610.046728035,280766.97557488084,264410.27189218794,256938.26737510785,248227.15623748195,229830.96134466428,200257.2373086779,163679.68866746934,126146.96902114215,92580.60691367715,65561.87521096485,45521.630490509604,13498037.289537681,6269607.024047153,5056260.1432849085,1024777.3663234462,1521564.2347129895,991219.8886941391,1097201.2436355795,1547030.6397671325,1420089.207280921,1278972.9282202665
7,224,256,39270.671335110485,112175.17267635145,192684.4977904293,157245.30872654525,164047.08407190905,226770.66780511345,292761.8039297159,314186.4117852696,299252.0973719601,276746.3835361848,263263.20631830447,257605.1711945853,249641.58355019632,231238.7477584887,201290.2708432103,164272.57848680503,126397.13354686507,92627.26680061151,65518.38898700601,45457.424984237,13496205.321232783,6292002.230101714,5191723.691671407,1019438.060139151,1501252.8914835157,1027220.7032828656,1124896.8529065754,1389603.8564894355,1149636.3744850715,1067010.0060845113
8,256,288,38051.8636284709,110730.05963056468,192017.10294820066,159201.48836454182,169086.94609504964,236798.40261708313,306298.73380176525,327277.36238980974,309337.6854070922,283542.78734377713,267632.7314038277,260506.8158327415,251690.209394949,232705.06324184602,202272.2156235832,164842.13383600608,126658.36091554239,92708.3389911381,65540.49313399155,45510.439519314554,14409762.271279732,6406537.70889015,5112092.899567617,1005747.3884507965,1461235.5318735344,926100.1695329953,1050074.8435636659,1466796.0400201671,1091904.1488549763,808768.6385384587
9,288,320,39395.277951285585,114698.08453089243,196543.49245244238,158974.51416177762,166976.2965192778,234126.55640023667,305331.4250618101,329589.5780701724,314656.5089318557,290830.133915999,275963.4798765979,269139.0531806962,259992.5519448276,240168.38288361992,208551.3044616405,169784.7747791748,130299.15927572479,95219.68458571592,67159.03315389021,46469.33918238991,14577913.647887012,6471837.450998038,5307448.96647212,1064480.178147434,1515423.0763142356,974371.4663118797,1091828.5696937593,1403563.3712926712,1135747.6661811855,1063114.3511889074
