nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,245321.8187365121,181620.89635708628,272101.2828878672,202027.01379886322,203208.14142065728,272984.3704237703,342898.4983074857,360779.2923459404,338178.1490254284,307859.45599627245,287994.52011396247,277277.8993024903,265104.1151461965,243094.7742323074,210121.30715044815,170687.42178437355,130980.36332205094,95880.25833460415,67831.64874067392,47113.147340445306,15130777.76272796,8052256.406625004,7970984.103930107,2314353.1930872826,4243559.018026999,6558055.826047016,17439950.084651563,22050885.850512687,11637471.675291313,7742894.492008928
1,32,64,233766.71471836886,200687.19061049214,300047.90397236444,224796.24984320224,229326.06359644423,308345.8315828058,384875.95131290937,403625.63218961324,378861.50644424796,346667.98743027705,326320.5579299075,315618.8031590333,302567.5971848392,278043.08340792084,241032.72454808126,196670.0049599558,151872.6412832024,112093.80801584417,80102.20976675123,56274.051886065296,17123671.380539097,9028020.932248821,8786578.343950242,2576665.2008067123,4312240.139563586,6091027.894648465,15895658.683357103,19207189.22260999,9193368.05041565,5733461.21238655
2,64,96,246666.44289257476,197467.04826229473,296862.5590789648,221925.7105853677,222624.83456453565,295564.34876194666,368748.62688964116,388450.68316075025,366308.45234922075,335903.0697114723,316103.91119863646,305765.8999117637,293854.57226010546,271355.7163050951,236769.82034214225,194671.92197806298,151638.07098058148,113027.621263341,81682.70240938358,58127.177737805854,16674014.687770894,8889162.348541198,8631873.722655501,2598200.5816832082,4663755.310960216,6901854.658521674,16911853.478422742,18560829.684840504,7473549.177088115,3870989.103687693
3,96,128,229000.143649926,188285.88633671417,290972.97436520335,215630.07356541054,211309.01672764015,280481.5696582062,352064.38269745535,372456.2052883735,353187.911364865,327110.8469348352,312053.8381168526,305713.1246674162,296246.8925289498,274540.3557722093,239560.90984029556,196520.72089804368,152498.66771164112,113119.48601313177,81290.57706496336,57486.84101121704,15643669.279922016,8548987.48873383,8373876.606299227,2284851.921951528,4189183.7924296185,6319134.519194961,15425846.384617388,17610231.576265313,7575930.172105516,4291701.13275752
4,128,160,224469.69534083808,192080.47311124668,296282.4028764361,222140.30162183088,221108.43254556274,292761.68710784166,361764.3100027898,376050.5721163252,349794.2661201692,317363.31897267204,297149.2911453725,287301.4203471702,276377.83666219556,255242.252746492,222358.5163355025,182214.98436521538,141235.36194462716,104608.85030049176,75039.25049925076,52968.361008926084,16958139.917174492,8879749.310545448,8455606.097036336,2398360.4080127873,4304328.709526381,6135614.543624697,15455820.995884134,18347652.025807735,8575346.11857032,4846060.831737567
5,160,192,249269.20205916962,187567.93139469967,279788.31791741325,210436.37908223114,215131.92328389836,288905.59156061267,361230.829322058,379906.1858592725,356862.9396751728,325449.33801370946,304680.21902270196,293758.3558387183,281913.3725365031,260216.7826352579,227062.85052096582,186773.68620104648,145623.7799849825,108722.86160159689,78770.4791226059,56254.21472645134,15818428.243613891,8430587.001892835,8211794.479256304,2392243.9303079103,4470801.334323757,6764876.802780709,17053280.840328492,18824959.859124757,8215091.319043573,5049364.120706037
6,192,224,230203.7625917453,194648.47294152467,293779.2787082538,215156.54855611935,216185.4821058269,289256.0229940285,359849.55046607315,376074.0379170105,351811.7566819456,320972.75345484103,301858.35594914434,292725.65157654654,282131.9928777794,260898.96326287754,227538.48693046803,186671.04898493263,144867.11863091702,107429.72566360162,77133.82797885954,54459.05271565761,16650066.026607625,8632466.971882517,8581289.031856144,2437181.7706630696,4340807.906169735,6119459.005595174,16112225.943121646,19126731.422455866,8941435.221250333,6139444.470934592
7,224,256,239854.87385560342,193045.35239455735,289851.56717199436,211189.47064093384,210863.68349656757,282145.83273652906,351992.44515911356,369036.5545380813,346331.6046448933,316977.85157507594,298728.69552715786,289653.1743634351,278659.31142878917,257149.79157867772,223999.28644340584,183835.69065865065,143016.4500740931,106596.34076570686,77176.19391738344,55158.564407643345,15661357.800078858,8374101.52956615,8493658.454323243,2470612.9120080564,4445019.706801241,6195509.185766191,15852290.762328882,18621394.8271515,8527330.585074993,5442842.727106624
8,256,288,222952.63527911858,195618.96911520264,296436.4601804357,213512.0443435059,209237.8016343805,276887.8221867806,345793.09508285957,365037.2032732411,345675.81231065484,319028.75731441606,302478.20143593283,294415.3206975869,283931.52660275035,262401.99880679976,228712.6414455819,187642.00806484002,145767.11030980846,108334.17218279888,78060.71498475966,55393.29357087452,16225708.224285161,8606711.885493059,8691289.2335567,2339732.722364984,4030002.3655480845,5597482.808993481,14913641.390513005,18663354.66212501,9760706.47572755,6155057.951686697
9,288,320,251602.58027038942,198368.82822892888,300841.45212681324,222346.37096890912,218939.11775895336,289297.8640505544,360136.22517420625,377798.8127785702,354837.6536180598,325224.57423326967,307311.39237925387,298995.76301932335,288595.4332526219,267009.1625739431,232973.21570902856,191321.09898606772,148769.73458597373,110700.40397808125,79912.04764267853,56871.9542699795,15533015.145521758,8709568.689533012,8678460.44984697,2553987.617982537,4680963.521646298,6596660.83166586,16449866.694228696,18763424.32116937,8078137.673753673,4858603.338655355
