nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,46928.34124267312,105282.50841740084,179737.9850340109,148140.69903397208,154440.5364907066,211853.5504788015,271459.4233398722,288888.909778316,272541.1770624929,249697.7365544465,236011.24518127125,230440.76903664542,223461.99473990977,207279.3198755647,180610.44890472843,147413.3444455947,113330.00616999765,82906.71612753438,58497.393007928025,40466.956574180076,12581687.984038677,5862139.385904513,4839451.248371831,999483.2786447348,1565266.6189358656,1286684.9940305916,1949088.3149177479,2214401.1382657695,1274286.1712033933,904899.4904643573
1,32,64,47880.74603051367,107500.25889593967,180848.84845856813,150567.73144042023,160726.40338996035,222568.88398148277,284473.4397659634,300773.61868392985,281670.19473706814,256420.4376224507,241252.143021855,234808.48020319594,227111.13347041886,210109.08518709472,182497.251442804,148348.4972801964,113444.42991802626,82420.72958900251,57649.2656993386,39458.61509752149,13460441.350965194,6030222.055909412,4906798.226101733,1060180.2849731718,1592060.366545077,1299084.7097023765,1965198.1123600057,2102997.084999516,1581162.440075279,1346775.9345184772
2,64,96,51001.87955244387,116071.78350098328,198561.7093022718,164357.63999927702,168098.26817702161,228617.68003021934,293942.99137750326,316152.8908786397,302125.4142187315,279235.38540949294,263703.2898116024,255014.05343914145,244190.9950615133,224025.55833363297,193722.7579626038,157512.8971622325,121095.21216961376,88933.85855076376,63247.36543480381,44271.05302500718,13832419.977325562,6491130.035745692,5320107.238712903,1107615.1363835726,1600366.4936248828,1376779.6993018738,2128923.6717085144,2265095.5590834823,1516952.483909698,1301088.235539989
3,96,128,46515.67152782134,109533.97583797877,182535.62101443944,144602.63756882085,149356.5812078377,207432.19353595504,270776.55276847957,294432.83138732845,284339.2398753098,266400.0263001931,255955.77034528964,251736.4925425865,244032.62793805907,225269.99645522732,194851.14203559808,157604.85068734424,119897.19478643678,86667.90204767922,60337.5361517569,41127.58092056636,13346858.463274859,5926276.767318769,5001967.27475815,1061951.220397196,1587608.5126710047,1194110.7294575097,1915979.597755998,2400713.9645348997,1777829.9435930643,1458718.0320654253
4,128,160,51702.70863797181,110572.01365486196,185733.75478622474,148843.00475752156,153128.09669423115,211112.8274046972,273490.7338525984,294413.107600796,281067.89675235836,260392.43323192277,247934.53663822124,242447.530599021,234339.70906164226,216074.2943023139,186863.17952212872,151176.87649038108,115019.2843324304,83089.46609806757,57720.07420079611,39157.798272985354,12597766.499020262,5920919.801585077,5072842.843038467,1053914.526554183,1570581.912733916,1351565.752494364,2353852.3672215864,2595858.639866573,1697546.1237040283,1394203.9636174194
5,160,192,49708.44223035647,113833.56077527159,190683.28056010994,152228.92564741714,156630.73604235507,214039.7988034801,273994.06091835233,291863.43127914786,276031.23854284274,253639.25611981069,240071.08013596904,234159.3851030962,226495.54889195118,209507.27689926568,182103.20181742043,148344.9933897404,113894.91948649277,83265.08247866642,58754.26368461175,40676.609175368176,13064624.481532568,6044045.582010932,5239985.94567295,1076069.0673315662,1645924.6442323357,1284557.3254969323,1992065.144005271,2203341.804070599,1501783.0195548246,1208497.7204275737
6,192,224,50373.65343169292,109340.26008022812,185193.04148876414,147089.0347919505,151320.5782455035,208707.97334467774,269179.1620114802,288460.7385301649,274412.723680136,253786.54382142602,241929.59697196752,237538.82113066845,230913.61086757554,214286.83973362876,186604.90364547182,152134.17291253112,116782.0885352083,85259.28931620801,59986.57888882999,41329.87291253792,12595473.305491492,5876382.026579629,5037373.944502053,1024563.8748497092,1585901.9842685186,1396789.6749184025,2298480.265519092,2420780.5536265606,1554023.600887046,1227021.1695507015
7,224,256,45036.589494451415,107373.89022791735,181227.98016368438,147548.39966917445,155017.99788818322,214097.5973736153,274487.7174994015,292140.1722351735,276025.4617492415,253684.38111010415,240602.80282498462,235445.0337946771,228545.95814304915,212125.6403974538,184971.36686619793,151116.04603093106,116281.19726196886,85096.42238415232,59988.962427645056,41372.37831142576,12957601.425018368,5939316.037158067,4931542.018580045,1028021.6647697836,1508210.886405996,1177101.2337322051,1919010.9687351398,2226559.905051989,1519837.7144386251,1310605.0732003767
8,256,288,51520.53004311571,110676.59705087112,186204.2750293435,149756.77031786347,154861.12517086405,214866.73859559963,279333.62626030145,301554.0007696689,288235.4700188497,266819.4155383989,253574.64198793855,247556.163436395,239131.3358942829,220642.91603504113,191208.06762440872,155239.19833842682,118721.46770167637,86374.25671790434,60574.12787648808,41612.27650023242,13415292.56071817,6055691.775666692,5064443.3481216505,1061093.4926701451,1572858.4478131286,1285494.0728920395,2146999.2466866076,2385830.124684152,1641600.0139274343,1362776.3953975292
9,288,320,52533.31036937365,108882.2082973225,183511.9607470026,148382.14148261547,154971.77652985623,214075.78768021136,275515.65887909103,293991.5617728745,277544.5492885347,253636.66030147113,238290.31537128854,230846.94713942992,222141.28388406185,204646.5019938145,177199.43093988925,143732.01202998307,109766.2125574423,79695.09890647375,55733.023651278156,38143.827241852494,12556660.714255644,5882551.648545721,4987713.745826478,1028163.828325672,1596449.1481652413,1323025.6141445558,2174757.624601238,2488396.741660265,1829057.6237749446,1612708.3249692337
