nr,start,end,cwt1,cwt2,cwt3,cwt4,cwt5,cwt6,cwt7,cwt8,cwt9,cwt10,cwt11,cwt12,cwt13,cwt14,cwt15,cwt16,cwt17,cwt18,cwt19,cwt20,stft1,stft2,stft3,stft4,stft5,stft6,stft7,stft8,stft9,stft10
0,0,32,154746735.62616792,69992665.5472687,32972086.79028149,30633710.054963037,35843155.90004188,28697155.155196935,15332497.88066325,6397724.715799652,2691048.6210720446,1425449.8925409275,938761.9582550331,676512.3314397214,496069.43668507773,362919.43456387176,264034.15650309046,190309.3250945891,135150.32054948958,94277.55400114214,64766.79176167122,44206.617260862426,249005045.7952399,665681690.4358597,1526238724.9936,4734720111.090609,17617675856.62846,4781941798.18771,105037180.92340492,16158713.48962185,8720182.823029798,2940134.6760194367
1,32,64,106785003.37571745,52705441.62824788,22599367.246980745,15846200.615640208,19196162.9918098,18575850.91941705,12598451.880866636,6700140.833946793,3276839.6828352343,1688301.5466217208,986917.8346471431,657115.0503050005,475647.16257889365,355721.143891686,266284.16865594225,196393.7760300808,141785.14482335362,100191.09516708218,69673.7371664245,48162.75638086889,182925279.21868667,395773335.9864126,1171064120.5289502,3246632799.432226,9946917992.946915,4121720538.4710317,225280430.63436875,39708137.76854808,19089514.896563206,3998657.9240002576
2,64,96,278019479.8715552,105251656.76963134,44385709.56363088,23929523.060531914,19686215.49508309,18807867.765956197,14379926.886270586,9189035.85174446,5621470.965451251,3539941.132851311,2312529.985188801,1538498.3208180203,1020155.7185368161,668272.4992098518,435118.8225995047,284665.17087367014,188296.18932280224,125955.82519995382,85100.71985494337,58197.935632222594,210314010.05431724,736816079.9079094,2076841026.0748453,7956250568.707265,27552962102.243805,10136241439.369402,224093285.9839366,73189944.18769749,39278814.128549635,3172285.531982975
3,96,128,234758632.5409066,130092361.73093262,45736282.15827443,68207928.58595027,109472935.00371993,109151217.48779869,67801619.33144064,30282218.48860494,12287625.619446337,5759344.4360235315,3280208.689655044,2048053.1317776374,1284377.3242026318,786123.2503163988,473904.2461971655,287362.28499034414,177909.8303640484,112796.88071802976,72964.61633696292,48045.80287501084,891968001.2635019,1492700569.30274,2435451930.191296,10758169794.73817,19679874721.311985,11288144190.6656,385641098.13551444,52974186.86931009,21460560.225975223,4030606.1321063936
4,128,160,154018579.60335907,108643041.20704988,33850184.303759776,26457962.113138247,28445191.775093544,25854710.848384805,18088753.737292137,10815199.930963796,6311541.896844551,3865120.262874257,2477997.4495984255,1597476.0345631693,1008601.6554382185,626068.0301959087,389434.87220388884,246463.972946702,159151.29781936223,104302.48736555685,69054.09507460298,46246.595177905714,295136528.3623854,683838834.7656747,1924510883.5386913,9969336478.04137,16330552789.264902,3135703342.105792,133646681.80335899,22823936.32312894,9280106.816081272,3962907.646985731
5,160,192,43326737.85203016,53945358.31699472,28675645.280433882,25239130.367308106,27522967.6963174,24673541.08211139,16208744.641768558,8591749.576621167,4387406.681353759,2497922.9727716018,1609454.3682176468,1097228.6995449536,753332.6062563162,513842.6131831684,348472.76404011535,235177.76700645278,157746.94028175256,105102.34905466838,69764.23744841377,46491.59259774944,262139978.33082756,619766592.2925302,1317365367.004047,3169318147.014173,3277849837.1185055,1308632120.8591807,117675268.19659887,21032671.947320934,15546383.592873974,5384939.313323566
6,192,224,126578365.10264982,55075728.83911825,33314382.360509615,38307489.53225892,49507383.93532372,44935368.659308866,27520298.422297686,12715092.706970528,5369650.109621694,2552084.9801474996,1477740.0930274546,969529.3353321841,662162.2062981076,454588.9852223541,311874.76406515314,213681.4493290575,145774.45573280405,98729.2626214569,66456.54712902979,44768.05459534962,411320717.8023748,835127459.3447523,1239519025.6262367,3516450388.3621974,14168244257.5624,4950472387.951717,137959993.37072724,22735200.179959476,13559898.494888706,5371598.152670486
7,224,256,314550982.60159576,184577175.84077677,57644792.85194832,58389555.85411278,77543678.40389177,69641644.4347487,41216146.36968428,18598482.107467167,8099698.113822034,4194128.123131366,2592930.7005473697,1707137.7374362003,1110148.9477158955,701426.8867465131,436914.63670898124,273905.4184025328,174855.70362474423,113697.76475409811,75003.57060408306,50169.00000511838,618354446.0774254,1328822683.585836,3169668818.418593,18967242425.020546,29858637917.870773,7461345758.994859,547614358.381851,67339504.8195872,23545226.73888202,6840733.598208272
8,256,288,383623410.3307686,186327984.99642214,90658643.52085075,157963450.9235359,248054035.13328955,231920501.4011984,133103715.38241713,53787045.975448854,19026245.289508842,7544320.025346314,3777921.676612141,2241341.4666012838,1400111.074879535,862211.3959003473,518302.0341107366,309120.12704817357,186512.6066196302,115182.4622659898,73061.05639643158,47660.378593124406,1882037665.7670312,3193547991.6590376,3595444159.7038393,16162095663.16547,38545944032.18834,13794563398.565052,311804062.3014556,62433090.309716485,32407799.321466304,19424779.735052086
9,288,320,528931969.83304447,222329174.35754517,111462215.8302411,206614097.3176838,342568149.65864444,330818534.68221986,195983790.59120238,82713244.47085692,30641397.15977649,12318439.360196866,5938918.924050514,3310016.4207890686,1949150.9272852466,1141165.620601597,655008.0732559989,373427.2750313395,215670.70801190232,127975.21579835835,78456.69043026384,49766.17286058049,2640971490.677005,4143954144.663153,4466609502.1376295,18588128501.140495,43400807925.488464,25036924396.2216,849547435.626255,48362261.350184396,38646064.682639636,34114828.42424556
10,320,352,692986099.5806307,235150687.90139657,96848401.18358557,124463133.6420364,174137423.90852377,168029900.9667878,106530192.65925002,50648748.88617706,21753917.332254887,9745349.181312054,4810344.996594032,2613196.1789728613,1509069.1700838055,891441.5583086084,530142.5214099952,318393.5830229337,194580.70338507596,121420.02121040902,77353.3602299928,50360.70272866173,1410490370.9363987,2748353914.0923285,4052990116.0452924,23735288924.557446,71445542433.2969,30312755514.22263,749187988.107381,44581263.25999162,37737285.9983259,22176673.60544979
11,352,384,659610038.0239855,266507777.6739406,111986676.53079894,129501009.51948485,170919069.7553437,153755498.05487898,88717642.28266318,37349722.866996646,14406993.424799284,6456268.457258286,3580783.5261763446,2233744.495276886,1423051.3663706803,886606.506404279,538199.650456868,323250.7964773794,195803.9500934005,121210.72260139277,77086.2710988158,50432.20348666393,1274292323.1772368,2854679916.9244,4814616612.500574,23671286619.74744,56999577844.77179,29561713262.81069,1020733929.9601234,42283516.067330204,32475474.18080783,20821005.069259383
12,384,416,890545402.1561651,213073861.75578222,150025299.97613996,233990709.94999656,328691542.676545,298145214.4851941,173627374.23181024,74763219.84385908,28824001.04838853,11850721.56120604,5699625.583977524,3154599.955035426,1856198.002058747,1092908.5991813804,633541.1083603365,366109.6871851448,215368.91378098048,130960.40455415909,82763.27592686951,54375.40907481306,2461843524.801474,4889457754.312471,4177703705.309426,20175694058.44964,83538576789.5901,49028735419.49615,1917152054.8577216,158640666.94849977,125350771.5369782,30237943.381382998
